Opportunity(Default),kc_num,min_opp,mean_opp
0,1,19,19.0
71,3,16,42.66667
0,1,3,3.0
0,1,4,4.0
0,1,3,3.0
0,1,2,2.0
0,1,4,4.0
0,1,5,5.0
0,1,3,3.0
0,1,2,2.0
0,1,52,52.0
72,3,4,39.33333
0,0,0,0.0
0,1,31,31.0
0,0,0,0.0
0,1,32,32.0
0,1,53,53.0
73,3,17,44.33333
0,1,54,54.0
74,3,18,45.33333
0,1,55,55.0
75,3,19,46.33333
0,1,20,20.0
76,3,17,46.33333
0,1,5,5.0
0,1,6,6.0
0,1,6,6.0
0,1,7,7.0
0,1,4,4.0
0,1,5,5.0
0,1,3,3.0
0,1,56,56.0
77,3,1,41.66667
0,1,57,57.0
78,3,20,48.66667
0,0,0,0.0
0,0,0,0.0
0,1,33,33.0
0,1,58,58.0
79,3,21,49.66667
80,3,22,50.66667
0,1,59,59.0
0,1,60,60.0
81,3,23,51.66667
0,1,61,61.0
0,1,21,21.0
82,3,18,50.66667
0,1,7,7.0
0,0,0,0.0
0,1,8,8.0
0,1,8,8.0
0,1,9,9.0
0,1,10,10.0
0,1,11,11.0
0,1,6,6.0
0,1,4,4.0
83,3,2,46.0
0,0,0,0.0
0,1,34,34.0
0,0,0,0.0
0,1,62,62.0
84,3,24,54.0
0,1,63,63.0
85,3,25,55.0
0,1,64,64.0
86,3,3,48.33333
0,1,65,65.0
0,1,22,22.0
87,3,19,54.33333
0,1,9,9.0
0,1,10,10.0
0,1,12,12.0
0,1,13,13.0
0,1,14,14.0
0,1,15,15.0
0,1,7,7.0
0,1,5,5.0
88,3,26,57.33333
0,1,66,66.0
0,0,0,0.0
0,1,35,35.0
0,0,0,0.0
0,1,36,36.0
67,2,9,38.0
26,3,26,48.66667
0,1,68,68.0
27,3,27,49.66667
0,1,69,69.0
28,3,28,50.66667
0,1,70,70.0
0,1,23,23.0
92,3,20,48.66667
0,1,6,6.0
0,1,16,16.0
0,1,17,17.0
0,1,18,18.0
0,1,8,8.0
0,1,11,11.0
0,1,12,12.0
0,1,7,7.0
93,3,5,44.33333
0,0,0,0.0
0,1,37,37.0
0,0,0,0.0
0,1,38,38.0
0,1,71,71.0
72,2,1,36.5
29,3,29,60.66667
30,3,30,61.66667
73,2,10,41.5
31,3,31,62.66667
0,1,74,74.0
0,1,24,24.0
97,3,21,60.0
0,1,19,19.0
0,1,20,20.0
0,1,21,21.0
0,1,22,22.0
0,1,9,9.0
0,1,10,10.0
0,1,13,13.0
0,1,14,14.0
0,1,8,8.0
32,3,32,64.33333
0,0,0,0.0
0,0,0,0.0
0,1,39,39.0
0,1,75,75.0
99,3,27,63.33333
0,1,76,76.0
100,3,28,64.33333
0,1,77,77.0
101,3,29,65.33333
0,1,78,78.0
0,1,79,79.0
0,1,25,25.0
102,3,22,63.66667
0,1,23,23.0
0,1,24,24.0
0,1,25,25.0
0,1,26,26.0
0,1,11,11.0
0,1,12,12.0
0,1,15,15.0
0,1,16,16.0
0,1,9,9.0
103,3,30,67.0
0,0,0,0.0
104,3,4,59.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,1,40,40.0
0,1,80,80.0
105,3,31,57.33333
0,1,81,81.0
106,3,32,58.33333
0,1,82,82.0
107,3,33,59.33333
0,1,83,83.0
0,1,26,26.0
108,3,23,56.66667
0,1,27,27.0
0,1,28,28.0
0,1,29,29.0
0,1,13,13.0
0,1,14,14.0
0,1,17,17.0
0,1,18,18.0
0,1,10,10.0
0,1,30,30.0
109,3,5,51.33333
0,0,0,0.0
0,1,41,41.0
0,0,0,0.0
0,1,42,42.0
84,2,2,43.0
110,3,34,61.66667
85,2,11,48.0
111,3,35,62.66667
0,1,86,86.0
112,3,36,63.66667
87,2,12,49.5
0,1,27,27.0
113,3,24,60.33333
0,1,31,31.0
0,1,32,32.0
0,1,33,33.0
0,1,34,34.0
0,1,15,15.0
0,1,16,16.0
0,1,19,19.0
0,1,20,20.0
0,1,11,11.0
114,3,37,65.33333
0,0,0,0.0
0,0,0,0.0
0,1,43,43.0
0,0,0,0.0
0,1,44,44.0
0,1,88,88.0
115,3,9,56.66667
0,1,89,89.0
116,3,10,57.66667
0,1,90,90.0
117,3,1,55.33333
0,1,91,91.0
0,1,28,28.0
0,1,92,92.0
118,3,4,57.0
0,1,35,35.0
0,1,36,36.0
0,1,37,37.0
0,1,17,17.0
0,1,21,21.0
0,1,22,22.0
0,1,12,12.0
119,3,2,57.0
0,1,93,93.0
120,3,11,60.66667
0,0,0,0.0
0,0,0,0.0
0,1,45,45.0
0,1,94,94.0
121,3,12,61.66667
0,1,95,95.0
0,1,96,96.0
0,1,97,97.0
122,3,13,62.66667
123,3,14,63.66667
0,1,29,29.0
124,3,5,61.33333
0,1,38,38.0
0,1,39,39.0
0,1,40,40.0
0,1,41,41.0
0,1,18,18.0
0,1,23,23.0
0,1,24,24.0
0,1,13,13.0
125,3,15,65.33333
0,0,0,0.0
0,1,46,46.0
0,0,0,0.0
0,1,98,98.0
126,3,16,66.33333
0,1,99,99.0
127,3,17,67.33333
0,1,100,100.0
128,3,18,68.33333
0,1,101,101.0
0,1,30,30.0
129,3,6,65.0
0,1,42,42.0
0,1,43,43.0
0,1,44,44.0
0,1,19,19.0
0,1,14,14.0
0,1,45,45.0
0,1,15,15.0
0,1,25,25.0
0,1,26,26.0
1,2,1,1.0
0,0,0,0.0
2,2,2,2.0
0,0,0,0.0
0,1,1,1.0
0,1,1,1.0
0,1,2,2.0
0,1,2,2.0
3,2,3,3.0
0,0,0,0.0
4,2,4,4.0
0,0,0,0.0
5,2,5,5.0
0,0,0,0.0
0,1,3,3.0
0,1,3,3.0
6,2,6,6.0
0,0,0,0.0
0,1,4,4.0
0,1,4,4.0
7,2,7,7.0
0,0,0,0.0
0,1,5,5.0
0,1,5,5.0
8,2,8,8.0
1,4,1,1.0
0,0,0,0.0
0,1,6,6.0
9,2,9,9.0
2,4,2,2.0
0,0,0,0.0
10,2,10,10.0
3,2,3,3.0
0,0,0,0.0
0,1,6,6.0
1,2,1,2.0
0,1,7,7.0
11,2,11,11.0
4,2,4,4.0
0,0,0,0.0
0,1,7,7.0
2,2,2,3.0
0,1,8,8.0
0,1,8,8.0
3,2,3,4.0
0,1,9,9.0
0,1,9,9.0
4,2,4,5.0
0,1,10,10.0
12,2,12,12.0
3,4,3,5.0
0,0,0,0.0
13,2,13,13.0
4,4,4,6.0
0,0,0,0.0
14,2,14,14.0
7,2,7,7.0
0,0,0,0.0
15,2,15,15.0
5,4,5,7.5
0,0,0,0.0
16,2,16,16.0
9,2,9,9.0
0,0,0,0.0
17,2,17,17.0
10,2,10,10.0
0,0,0,0.0
18,2,18,18.0
6,4,6,9.5
0,0,0,0.0
19,2,19,19.0
7,4,7,10.5
0,0,0,0.0
0,1,20,20.0
0,1,1,1.0
0,1,10,10.0
1,2,1,1.0
0,1,11,11.0
2,2,2,2.0
0,1,21,21.0
0,1,2,2.0
0,1,22,22.0
0,1,3,3.0
0,1,12,12.0
3,2,3,3.0
0,1,13,13.0
4,2,4,4.0
0,1,23,23.0
0,1,4,4.0
0,1,14,14.0
5,2,5,5.0
0,1,15,15.0
6,2,6,6.0
0,1,16,16.0
7,2,7,7.0
0,1,17,17.0
8,2,8,8.0
0,1,18,18.0
9,2,9,9.0
0,1,19,19.0
10,2,10,10.0
0,1,20,20.0
11,2,11,11.0
0,1,24,24.0
13,2,13,13.0
0,1,5,5.0
0,1,25,25.0
14,2,14,14.0
0,1,6,6.0
0,1,7,7.0
0,1,15,15.0
0,1,21,21.0
5,2,5,8.5
12,2,12,12.0
0,1,26,26.0
16,2,15,15.5
0,1,8,8.0
0,1,27,27.0
17,2,16,16.5
0,1,9,9.0
0,1,10,10.0
0,1,18,18.0
0,1,22,22.0
6,2,6,9.5
13,2,13,13.0
0,1,28,28.0
19,2,17,18.0
0,1,11,11.0
0,1,29,29.0
20,2,18,19.0
0,1,12,12.0
0,1,23,23.0
7,2,7,10.5
14,2,14,14.0
0,1,24,24.0
8,2,8,11.5
15,2,15,15.0
0,1,13,13.0
0,1,21,21.0
0,1,14,14.0
0,1,22,22.0
0,1,15,15.0
0,1,23,23.0
0,1,30,30.0
0,1,16,16.0
0,1,31,31.0
0,1,17,17.0
0,1,25,25.0
16,2,16,16.0
0,1,26,26.0
17,2,17,17.0
0,1,27,27.0
18,2,18,18.0
0,1,32,32.0
0,1,18,18.0
0,1,33,33.0
0,1,19,19.0
0,1,28,28.0
19,2,19,19.0
0,1,29,29.0
20,2,20,20.0
0,1,30,30.0
21,2,21,21.0
0,1,31,31.0
22,2,22,22.0
0,1,34,34.0
0,1,20,20.0
0,1,35,35.0
0,1,21,21.0
0,1,32,32.0
23,2,23,23.0
0,1,33,33.0
24,2,24,24.0
1,2,1,1.0
0,1,25,25.0
2,2,2,2.0
3,2,3,3.0
4,2,4,4.0
5,2,5,5.0
0,1,26,26.0
0,1,27,27.0
6,2,1,3.5
0,1,28,28.0
25,2,25,27.0
7,2,2,4.5
0,1,30,30.0
26,2,26,28.5
8,2,6,7.0
0,1,32,32.0
27,2,27,30.0
9,2,7,8.0
0,1,34,34.0
0,1,35,35.0
10,2,8,9.0
0,1,36,36.0
0,1,37,37.0
11,2,3,7.0
0,1,38,38.0
28,2,28,33.5
12,2,4,8.0
0,1,40,40.0
0,1,41,41.0
13,2,5,9.0
0,1,42,42.0
0,1,43,43.0
14,2,6,10.0
0,1,44,44.0
0,1,45,45.0
15,2,7,11.0
0,1,46,46.0
0,1,47,47.0
16,2,8,12.0
0,1,48,48.0
0,1,49,49.0
17,2,9,13.0
0,1,50,50.0
29,2,29,40.0
18,2,9,13.5
0,1,52,52.0
30,2,30,41.5
19,2,10,14.5
0,1,54,54.0
0,1,55,55.0
20,2,10,15.0
0,1,1,1.0
21,2,11,16.0
0,1,2,2.0
22,2,11,16.5
0,1,3,3.0
23,2,12,17.5
0,1,4,4.0
1,2,1,1.0
0,0,0,0.0
2,2,2,2.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
3,2,1,2.0
0,0,0,0.0
0,0,0,0.0
20,3,1,8.33333
0,0,0,0.0
0,0,0,0.0
21,2,5,13.0
0,0,0,0.0
0,0,0,0.0
22,2,6,14.0
0,0,0,0.0
0,0,0,0.0
23,2,7,15.0
0,0,0,0.0
0,0,0,0.0
24,2,8,16.0
0,0,0,0.0
0,0,0,0.0
25,2,9,17.0
0,0,0,0.0
0,0,0,0.0
26,2,10,18.0
0,0,0,0.0
0,0,0,0.0
27,2,11,19.0
0,0,0,0.0
0,0,0,0.0
28,2,12,20.0
0,0,0,0.0
0,0,0,0.0
29,2,13,21.0
0,0,0,0.0
0,0,0,0.0
30,2,14,22.0
0,0,0,0.0
0,0,0,0.0
31,2,15,23.0
0,0,0,0.0
0,0,0,0.0
32,2,16,24.0
0,0,0,0.0
0,0,0,0.0
33,2,17,25.0
0,0,0,0.0
0,0,0,0.0
34,2,18,26.0
0,0,0,0.0
0,0,0,0.0
35,2,19,27.0
0,0,0,0.0
0,0,0,0.0
36,2,20,28.0
0,0,0,0.0
0,0,0,0.0
37,2,21,29.0
0,0,0,0.0
0,0,0,0.0
38,2,22,30.0
0,0,0,0.0
0,0,0,0.0
39,2,23,31.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
24,2,2,13.0
0,0,0,0.0
0,0,0,0.0
40,2,25,32.5
0,0,0,0.0
0,0,0,0.0
41,2,26,33.5
0,0,0,0.0
0,0,0,0.0
42,2,27,34.5
0,0,0,0.0
28,2,3,15.5
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
29,3,2,11.66667
0,0,0,0.0
0,0,0,0.0
30,2,5,17.5
0,0,0,0.0
0,0,0,0.0
31,2,6,18.5
0,0,0,0.0
32,2,7,19.5
0,0,0,0.0
0,0,0,0.0
3,2,3,18.0
0,0,0,0.0
0,0,0,0.0
0,1,48,48.0
0,1,49,49.0
0,1,32,32.0
75,3,1,33.66667
76,3,2,38.66667
77,3,3,39.66667
0,1,106,106.0
0,1,107,107.0
0,1,108,108.0
78,3,4,40.66667
79,3,5,30.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,1,24,24.0
9,2,9,31.0
0,1,109,109.0
0,0,0,0.0
0,1,50,50.0
0,0,0,0.0
0,1,51,51.0
0,1,33,33.0
0,1,110,110.0
80,3,6,37.33333
0,1,111,111.0
0,1,112,112.0
0,1,113,113.0
0,0,0,0.0
10,2,10,32.0
81,3,6,31.33333
11,2,11,33.0
82,3,7,32.33333
0,0,0,0.0
0,0,0,0.0
0,1,52,52.0
0,1,34,34.0
0,1,114,114.0
136,3,41,79.66667
137,3,27,75.66667
138,3,42,81.33333
0,1,115,115.0
0,1,116,116.0
0,1,117,117.0
0,0,0,0.0
0,1,25,25.0
12,2,12,34.0
139,3,7,70.33333
0,1,26,26.0
13,2,13,35.0
140,3,8,71.33333
0,0,0,0.0
0,1,53,53.0
0,0,0,0.0
0,1,54,54.0
0,1,35,35.0
83,3,9,40.0
0,1,118,118.0
0,1,119,119.0
0,1,120,120.0
0,1,121,121.0
0,0,0,0.0
14,2,14,36.0
84,3,8,34.0
15,2,15,37.0
85,3,9,35.0
0,0,0,0.0
0,1,55,55.0
0,1,36,36.0
0,0,0,0.0
0,1,56,56.0
141,3,29,79.0
0,1,122,122.0
123,2,13,68.0
0,1,124,124.0
0,1,125,125.0
0,0,0,0.0
0,1,27,27.0
16,2,16,38.0
142,3,9,73.0
0,1,28,28.0
17,2,17,39.0
143,3,10,74.0
0,0,0,0.0
0,0,0,0.0
0,1,37,37.0
86,3,12,42.66667
0,1,126,126.0
0,1,127,127.0
0,1,128,128.0
0,1,129,129.0
0,0,0,0.0
18,2,18,40.0
87,3,10,36.66667
19,2,19,41.0
88,3,11,37.66667
0,0,0,0.0
0,0,0,0.0
0,1,57,57.0
0,1,38,38.0
89,3,15,45.0
0,1,130,130.0
0,1,131,131.0
0,1,132,132.0
0,1,133,133.0
0,0,0,0.0
20,2,20,42.0
90,3,12,39.33333
21,2,21,43.0
91,3,13,40.33333
0,0,0,0.0
0,1,58,58.0
0,0,0,0.0
0,1,59,59.0
0,1,39,39.0
92,3,18,47.33333
0,1,134,134.0
0,1,135,135.0
0,1,136,136.0
0,1,137,137.0
0,0,0,0.0
22,2,22,44.0
93,3,14,42.0
23,2,23,45.0
94,3,15,43.0
0,0,0,0.0
0,1,60,60.0
0,0,0,0.0
0,1,61,61.0
0,1,40,40.0
95,3,21,49.66667
0,1,138,138.0
0,1,139,139.0
0,1,140,140.0
0,1,141,141.0
24,2,24,46.0
0,0,0,0.0
0,0,0,0.0
25,2,25,47.0
96,3,16,44.66667
26,2,26,48.0
97,3,17,45.66667
0,0,0,0.0
0,0,0,0.0
0,1,62,62.0
0,1,63,63.0
0,1,41,41.0
98,3,24,52.0
0,1,142,142.0
0,1,143,143.0
0,1,144,144.0
0,1,145,145.0
0,0,0,0.0
27,2,27,49.0
99,3,18,47.33333
28,2,28,50.0
100,3,19,48.33333
0,0,0,0.0
0,0,0,0.0
0,1,64,64.0
0,1,65,65.0
0,1,42,42.0
35,3,27,44.0
0,1,146,146.0
71,3,28,47.33333
147,2,14,80.5
0,1,148,148.0
0,1,149,149.0
0,0,0,0.0
29,2,29,51.0
29,2,29,51.5
72,3,11,37.33333
73,3,12,38.33333
0,0,0,0.0
0,1,66,66.0
0,0,0,0.0
0,1,67,67.0
0,1,43,43.0
101,3,31,56.0
0,1,150,150.0
151,2,3,77.0
0,1,152,152.0
153,2,4,78.5
0,0,0,0.0
30,2,30,52.5
102,3,20,51.33333
31,2,31,53.5
103,3,21,52.33333
0,0,0,0.0
0,0,0,0.0
0,1,68,68.0
0,1,44,44.0
104,3,34,58.33333
0,1,154,154.0
0,1,155,155.0
0,1,156,156.0
0,1,157,157.0
0,0,0,0.0
0,1,77,77.0
30,2,12,21.0
105,3,13,51.0
0,1,78,78.0
31,2,13,22.0
106,3,14,52.0
0,0,0,0.0
0,1,69,69.0
0,0,0,0.0
0,1,70,70.0
0,1,45,45.0
107,3,37,60.66667
0,1,158,158.0
0,1,159,159.0
0,1,160,160.0
0,1,161,161.0
0,0,0,0.0
0,1,79,79.0
32,2,13,22.5
108,3,15,53.66667
0,1,80,80.0
109,3,16,54.66667
0,0,0,0.0
0,1,71,71.0
0,0,0,0.0
0,1,72,72.0
0,1,46,46.0
110,3,39,63.0
0,1,162,162.0
0,1,163,163.0
0,1,164,164.0
0,1,165,165.0
0,0,0,0.0
0,1,33,33.0
32,2,32,56.5
111,3,17,56.33333
0,1,34,34.0
33,2,33,57.5
112,3,18,57.33333
0,0,0,0.0
0,1,73,73.0
0,0,0,0.0
0,1,74,74.0
0,1,47,47.0
41,2,6,23.5
0,1,11,11.0
0,1,12,12.0
36,2,36,62.5
0,0,0,0.0
43,2,36,39.5
0,0,0,0.0
44,2,37,40.5
0,0,0,0.0
0,1,34,34.0
0,1,13,13.0
0,1,35,35.0
0,1,14,14.0
45,2,38,41.5
0,0,0,0.0
0,1,36,36.0
0,1,15,15.0
0,1,37,37.0
0,1,16,16.0
0,1,38,38.0
0,1,17,17.0
0,1,39,39.0
0,1,18,18.0
0,1,40,40.0
0,1,19,19.0
0,1,41,41.0
0,1,20,20.0
46,2,39,42.5
0,0,0,0.0
0,1,42,42.0
0,1,21,21.0
0,1,43,43.0
0,1,22,22.0
0,1,44,44.0
0,1,23,23.0
47,2,40,43.5
27,2,19,23.0
48,2,41,44.5
28,2,20,24.0
0,0,0,0.0
49,2,42,45.5
29,2,21,25.0
0,0,0,0.0
50,2,43,46.5
30,2,22,26.0
0,0,0,0.0
0,1,45,45.0
9,2,9,12.5
0,1,24,24.0
0,1,46,46.0
10,2,10,13.5
0,1,25,25.0
51,2,44,47.5
31,2,23,27.0
0,0,0,0.0
0,1,47,47.0
11,2,11,14.5
0,1,26,26.0
52,2,45,48.5
32,2,24,28.0
0,0,0,0.0
53,2,46,49.5
33,2,25,29.0
0,0,0,0.0
0,1,48,48.0
12,2,12,15.5
0,1,27,27.0
54,2,47,50.5
34,2,26,30.0
0,0,0,0.0
55,2,48,51.5
35,2,27,31.0
0,0,0,0.0
56,2,49,52.5
36,2,28,32.0
0,0,0,0.0
57,2,50,53.5
37,2,29,33.0
0,0,0,0.0
0,1,49,49.0
13,2,13,16.5
0,1,28,28.0
0,1,51,51.0
0,1,26,26.0
0,1,52,52.0
0,0,0,0.0
0,1,53,53.0
0,0,0,0.0
0,1,50,50.0
31,2,31,43.5
0,1,51,51.0
32,2,32,44.5
0,1,52,52.0
33,2,33,45.5
0,1,53,53.0
34,2,34,46.5
0,1,54,54.0
0,1,27,27.0
0,1,54,54.0
35,2,35,47.5
0,1,55,55.0
36,2,36,48.5
0,1,56,56.0
37,2,37,49.5
0,1,55,55.0
38,2,30,34.0
0,1,28,28.0
0,1,56,56.0
39,2,31,35.0
0,0,0,0.0
0,1,57,57.0
40,2,32,36.0
0,1,29,29.0
0,1,42,42.0
0,1,29,29.0
0,1,43,43.0
0,1,30,30.0
0,1,31,31.0
90,2,26,58.0
0,0,0,0.0
0,1,44,44.0
0,1,32,32.0
0,1,33,33.0
37,2,37,64.0
0,0,0,0.0
45,2,7,26.0
0,1,34,34.0
0,1,35,35.0
38,2,38,65.0
0,0,0,0.0
0,1,46,46.0
0,1,36,36.0
0,1,37,37.0
93,2,27,60.0
0,0,0,0.0
0,1,47,47.0
0,1,38,38.0
0,1,39,39.0
39,2,39,66.5
0,0,0,0.0
48,2,8,28.0
0,1,40,40.0
0,1,41,41.0
95,2,28,61.5
0,0,0,0.0
0,0,0,0.0
49,2,9,29.0
0,1,50,50.0
0,1,42,42.0
0,1,43,43.0
40,2,40,68.0
0,0,0,0.0
51,2,10,30.5
0,1,44,44.0
0,1,45,45.0
41,2,41,69.0
0,0,0,0.0
52,2,11,31.5
0,1,46,46.0
0,1,47,47.0
98,2,29,63.5
0,0,0,0.0
0,0,0,0.0
0,1,53,53.0
0,1,48,48.0
0,1,49,49.0
99,2,30,64.5
0,0,0,0.0
0,1,54,54.0
0,1,50,50.0
0,1,51,51.0
100,2,31,65.5
0,0,0,0.0
0,0,0,0.0
0,1,55,55.0
0,1,52,52.0
0,1,53,53.0
101,2,32,66.5
0,0,0,0.0
56,2,12,34.0
0,1,54,54.0
0,1,55,55.0
42,2,42,72.0
0,0,0,0.0
57,2,13,35.0
0,1,56,56.0
0,1,57,57.0
103,2,33,68.0
0,0,0,0.0
0,1,58,58.0
0,1,58,58.0
0,1,59,59.0
104,2,34,69.0
0,0,0,0.0
0,0,0,0.0
0,1,59,59.0
0,1,5,5.0
43,2,43,74.0
0,1,6,6.0
60,2,14,37.0
0,1,6,6.0
44,2,44,75.0
0,1,7,7.0
61,2,15,38.0
0,1,7,7.0
107,2,35,71.0
0,1,8,8.0
0,1,62,62.0
0,1,8,8.0
45,2,45,76.5
0,1,9,9.0
0,1,63,63.0
0,1,9,9.0
46,2,46,77.5
0,1,10,10.0
0,1,64,64.0
0,1,10,10.0
47,2,47,78.5
0,1,11,11.0
65,2,16,40.5
0,1,11,11.0
48,2,48,79.5
0,1,12,12.0
0,1,66,66.0
0,1,12,12.0
112,2,36,74.0
0,1,13,13.0
0,1,67,67.0
0,1,13,13.0
49,2,49,81.0
0,1,14,14.0
0,1,68,68.0
0,1,14,14.0
114,2,37,75.5
0,1,15,15.0
69,2,17,43.0
0,1,15,15.0
115,2,38,76.5
0,1,16,16.0
70,2,18,44.0
0,1,16,16.0
71,2,19,45.0
0,1,17,17.0
116,2,39,77.5
0,1,17,17.0
0,1,72,72.0
0,1,18,18.0
50,2,50,83.5
0,1,18,18.0
0,1,73,73.0
0,1,19,19.0
51,2,51,84.5
0,1,19,19.0
74,2,20,47.0
0,1,20,20.0
119,2,40,79.5
0,1,20,20.0
0,1,75,75.0
0,1,60,60.0
0,1,61,61.0
0,0,0,0.0
120,2,41,80.5
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
121,3,10,57.66667
0,0,0,0.0
0,0,0,0.0
0,1,76,76.0
0,1,62,62.0
0,1,63,63.0
52,2,52,87.0
0,0,0,0.0
0,0,0,0.0
0,1,1,1.0
0,1,77,77.0
0,1,64,64.0
0,1,65,65.0
123,2,43,83.0
0,0,0,0.0
0,0,0,0.0
0,1,78,78.0
0,1,66,66.0
0,1,67,67.0
53,2,53,88.5
0,0,0,0.0
0,0,0,0.0
0,1,79,79.0
0,1,21,21.0
125,2,44,84.5
0,1,21,21.0
0,1,80,80.0
0,1,22,22.0
54,2,54,90.0
0,1,22,22.0
0,1,81,81.0
0,1,23,23.0
55,2,55,91.0
0,1,23,23.0
0,1,82,82.0
0,1,24,24.0
128,2,45,86.5
0,1,24,24.0
0,1,1,1.0
0,0,0,0.0
129,2,46,87.5
0,0,0,0.0
0,0,0,0.0
0,1,2,2.0
0,0,0,0.0
130,2,47,88.5
0,0,0,0.0
0,1,3,3.0
0,0,0,0.0
131,2,48,89.5
0,0,0,0.0
0,0,0,0.0
0,1,4,4.0
0,0,0,0.0
56,2,56,94.0
0,0,0,0.0
0,0,0,0.0
0,1,5,5.0
0,1,25,25.0
57,2,57,95.0
0,1,26,26.0
0,1,6,6.0
0,1,27,27.0
0,1,28,28.0
134,3,11,64.66667
0,1,4,4.0
0,1,7,7.0
0,1,29,29.0
0,1,8,8.0
0,1,30,30.0
58,2,58,96.5
0,1,31,31.0
0,1,9,9.0
0,1,32,32.0
59,2,59,97.5
0,1,33,33.0
0,1,10,10.0
0,1,34,34.0
60,2,60,98.5
0,1,35,35.0
0,1,11,11.0
0,1,36,36.0
138,2,50,94.0
0,1,37,37.0
0,1,12,12.0
0,1,38,38.0
139,3,12,67.33333
0,1,5,5.0
0,1,13,13.0
0,1,39,39.0
61,2,61,100.5
0,1,40,40.0
0,1,14,14.0
0,1,41,41.0
62,2,62,101.5
0,1,42,42.0
0,1,15,15.0
0,1,43,43.0
142,2,52,97.0
0,1,44,44.0
0,1,16,16.0
0,1,45,45.0
63,2,63,103.0
0,0,0,0.0
0,0,0,0.0
0,1,50,50.0
122,3,41,70.66667
0,1,178,178.0
0,1,179,179.0
33,3,33,68.66667
0,1,180,180.0
0,1,181,181.0
0,0,0,0.0
66,2,66,107.0
67,2,67,108.0
124,3,22,65.66667
0,0,0,0.0
0,0,0,0.0
0,1,51,51.0
125,3,42,73.0
0,1,182,182.0
0,1,183,183.0
0,1,184,184.0
0,1,185,185.0
0,0,0,0.0
68,2,68,109.0
69,2,69,110.0
126,3,23,67.33333
0,0,0,0.0
0,0,0,0.0
0,1,52,52.0
127,3,43,74.66667
0,1,186,186.0
0,1,187,187.0
0,1,188,188.0
0,1,189,189.0
0,0,0,0.0
0,0,0,0.0
0,1,53,53.0
128,3,44,75.66667
0,1,190,190.0
0,1,191,191.0
0,1,192,192.0
0,1,193,193.0
0,0,0,0.0
70,2,70,111.0
71,2,71,112.0
129,3,24,69.66667
0,0,0,0.0
0,0,0,0.0
0,1,54,54.0
57,3,45,77.33333
0,1,194,194.0
34,3,34,74.33333
0,1,195,195.0
0,1,196,196.0
0,1,197,197.0
0,0,0,0.0
0,0,0,0.0
132,3,25,72.0
0,0,0,0.0
133,3,26,73.0
0,0,0,0.0
0,1,79,79.0
0,0,0,0.0
0,1,55,55.0
134,3,46,80.33333
0,1,198,198.0
0,1,199,199.0
0,1,200,200.0
0,0,0,0.0
58,2,58,106.0
72,2,72,113.5
135,3,27,74.66667
0,0,0,0.0
0,0,0,0.0
0,1,56,56.0
136,3,47,82.0
0,1,201,201.0
137,3,28,76.33333
0,1,202,202.0
0,1,203,203.0
0,1,204,204.0
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
138,3,29,77.33333
0,0,0,0.0
0,0,0,0.0
0,1,57,57.0
139,3,48,84.33333
35,3,35,80.66667
36,3,36,81.66667
0,1,205,205.0
0,1,206,206.0
0,1,207,207.0
0,0,0,0.0
0,1,208,208.0
0,0,0,0.0
0,0,0,0.0
142,3,30,80.33333
0,0,0,0.0
0,0,0,0.0
0,0,0,0.0
0,1,58,58.0
143,3,49,87.33333
0,1,209,209.0
0,1,210,210.0
0,1,211,211.0
0,1,212,212.0
0,0,0,0.0
59,2,59,107.5
73,2,73,115.0
144,3,31,82.0
0,0,0,0.0
0,0,0,0.0
0,1,80,80.0
0,1,81,81.0
0,0,0,0.0
0,0,0,0.0
0,1,85,85.0
0,1,62,62.0
155,3,52,96.33333
156,3,44,94.33333
0,1,225,225.0
0,1,226,226.0
0,1,227,227.0
0,1,228,228.0
0,0,0,0.0
83,2,21,52.0
78,2,78,120.0
157,3,21,87.33333
84,2,22,53.0
79,2,79,121.0
158,3,22,88.33333
0,1,49,49.0
0,1,50,50.0
0,1,20,20.0
0,1,21,21.0
0,1,51,51.0
0,1,29,29.0
0,1,30,30.0
0,0,0,0.0
0,0,0,0.0
0,1,86,86.0
0,1,87,87.0
0,1,63,63.0
159,3,53,99.33333
0,1,229,229.0
0,1,230,230.0
231,2,19,125.0
160,3,45,97.33333
161,3,23,90.66667
0,1,232,232.0
0,1,52,52.0
0,1,53,53.0
0,1,54,54.0
0,1,22,22.0
0,1,31,31.0
0,1,32,32.0
0,1,17,17.0
0,0,0,0.0
0,1,88,88.0
0,0,0,0.0
0,1,64,64.0
147,3,54,121.0
0,1,233,233.0
0,1,234,234.0
0,1,235,235.0
0,1,236,236.0
0,0,0,0.0
80,2,80,122.0
148,3,35,115.33333
81,2,81,123.0
149,3,36,116.33333
0,1,55,55.0
0,1,56,56.0
0,1,23,23.0
0,1,33,33.0
0,1,34,34.0
0,1,18,18.0
0,1,19,19.0
0,1,20,20.0
0,0,0,0.0
0,1,89,89.0
